name,lat,lon,説明,住所
172-6 北野台とりよせ公園バス停東側,35.6353513888889,139.356454444444,ポスター掲示場,北野台１－１
172-7 絹ヶ丘緑地東側ネットフェンス,35.6352305555556,139.359389166667,ポスター掲示場,絹ヶ丘２－４８先
173-1 西武北野台中央公園南側バス停脇,35.6279947222222,139.352243333333,ポスター掲示場,北野台４－２０
173-2 打越南部公園東側,35.6314475,139.349721111111,ポスター掲示場,北野台５－４２
173-3 北野台ながれの公園北側,35.6317655555556,139.355996111111,ポスター掲示場,北野台１－３１
173-4 北野台こもれび公園北側,35.626595,139.354092222222,ポスター掲示場,北野台２－２９－９先
173-5 打越岡谷公園南側フェンス,35.6323744444444,139.352281944444,ポスター掲示場,北野台５－２１
173-6 高嶺小学校南側,35.6276944444444,139.350643888889,ポスター掲示場,北野台４－２１－１
173-7 北野台中央公園北西側,35.6293044444444,139.352009722222,ポスター掲示場,北野台４－２０
173-8 北野台ひざかり公園北側,35.6260947222222,139.3521325,ポスター掲示場,北野台３－３０
180-1 バス停「北八王子駅入口」前,35.6680111111111,139.358795277778,ポスター掲示場,石川町２１０３－３先
180-2 第八小学校正門脇,35.6713872222222,139.361108333333,ポスター掲示場,石川町２０６５
180-3 北八王子駅ロータリー外緑地,35.6696875,139.362886388889,ポスター掲示場,石川町２９５３－１先
180-4 都立小宮公園大谷弁天池南東,35.6712747222222,139.344060833333,ポスター掲示場,暁町２－４１
180-5 東海大学八王子病院入口向かい側フェンス,35.6728705555556,139.357263333333,ポスター掲示場,石川町１８３８
180-6 前大谷公園北側,35.6706322222222,139.345890277778,ポスター掲示場,大谷町７６８－７先
180-7 大矢化学工業（株）交差点フェンス,35.6752405555556,139.370739722222,ポスター掲示場,石川町２９７３－１
180-8 石川あさくらの公園向かい,35.6735997222222,139.360056388889,ポスター掲示場,石川町１９２４－５先
181-1 石川市民センター正面玄関脇花壇,35.6802805555556,139.364645277778,ポスター掲示場,石川町４３８
181-2 石川桑原公園西側フェンス,35.6780855555556,139.368083055556,ポスター掲示場,石川町１２４５－３０先
181-3 クリエイトＳ・Ｄ八王子小宮町店前都道フェンス,35.6862413888889,139.371225833333,ポスター掲示場,小宮町８４４－２先
181-4 小宮会館,35.6877461111111,139.37014,ポスター掲示場,小宮町８７６－１
181-5 小宮駅南口駅前ロータリー,35.6854641666667,139.368306666667,ポスター掲示場,小宮町１１６５－２先
181-6 八王子水再生センター南側外周フェンス,35.6901597222222,139.368664444444,ポスター掲示場,小宮町５０１番地
181-7 鶴見児童遊園北側,35.682255,139.370623055556,ポスター掲示場,石川町７５９先
181-8 八石公園北側,35.6906861111111,139.364648888889,ポスター掲示場,小宮町６３８先
182-1 宇津木台中公園北側フェンス,35.6887063888889,139.358546111111,ポスター掲示場,久保山町２－４４
182-2 中村第２まちの広場北東入口フェンス,35.6811005555556,139.349620555556,ポスター掲示場,宇津木町５７先
182-3 消防団第４分団第６部詰所北側歩道,35.6921363888889,139.357102222222,ポスター掲示場,平町２３５－１先
182-4 宇津木台緑地南側,35.6899338888889,139.354363888889,ポスター掲示場,久保山町２－２６－７先
182-5 滝山台丸山公園西側,35.6907547222222,139.3516175,ポスター掲示場,丸山町１２－５先
182-6 宇津木台小学校北側入口フェンス,35.6871786111111,139.353985833333,ポスター掲示場,久保山町２－１８
182-7 久保山公園東側トイレ前,35.6847180555556,139.356545,ポスター掲示場,久保山町２－４８
182-8 石川中学校北側フェンス前,35.6839205555556,139.357646111111,ポスター掲示場,久保山町２－５５
183-1 新田公園北側,35.6665422222222,139.368232222222,ポスター掲示場,高倉町４２
183-2 松風公園西側,35.6636263888889,139.364288333333,ポスター掲示場,高倉町６３
183-3 高倉緑地北東側,35.6697066666667,139.370415,ポスター掲示場,高倉町２３－３９先
183-4 都立八王子東高校北西フェンス,35.6625519444444,139.363136666667,ポスター掲示場,高倉町６８
183-5 高倉南公園西側,35.6614269444444,139.362721944444,ポスター掲示場,高倉町６９
183-6 八王子大和田町アパート１号棟北側,35.6651877777778,139.362297777778,ポスター掲示場,大和田町１－１－１
183-7 高倉小学校南側,35.6623369444444,139.366115,ポスター掲示場,高倉町６７


